,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Shrooms,Nicotine,Semer,VSA
105,35-44,Male,Professional certificate/ diploma,UK,White,18.0,43.0,33.0,38.0,54.0,-1.37983,-1.54858,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
106,25-34,Female,"Some college or university, no certificate or degree",UK,White,46.0,38.0,33.0,45.0,39.0,-1.37983,-0.84637,CL4,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
107,35-44,Female,Left school at 16 years ,UK,White,37.0,40.0,37.0,38.0,46.0,0.52975,-0.21575,CL5,CL3,CL0,CL0,CL6,CL0,CL6,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
108,25-34,Female,University degree,UK,White,31.0,53.0,47.0,44.0,47.0,1.86203,1.2247,CL5,CL0,CL0,CL3,CL6,CL3,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
109,45-54,Female,"Some college or university, no certificate or degree",UK,White,28.0,43.0,36.0,37.0,38.0,-0.71126,0.07987,CL5,CL1,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
110,45-54,Male,Masters degree,UK,Asian,34.0,42.0,47.0,41.0,41.0,0.19268,-0.52593,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
111,25-34,Male,Masters degree,UK,White,39.0,32.0,40.0,39.0,37.0,0.19268,0.40148,CL6,CL1,CL0,CL0,CL6,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL0,CL0,CL0
112,25-34,Female,University degree,UK,White,25.0,42.0,52.0,35.0,36.0,-0.21712,-0.21575,CL3,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
113,45-54,Female,Professional certificate/ diploma,UK,White,36.0,44.0,48.0,44.0,47.0,0.19268,-0.21575,CL4,CL0,CL0,CL1,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
114,35-44,Male,"Some college or university, no certificate or degree",UK,White,17.0,52.0,55.0,38.0,31.0,1.86203,1.2247,CL4,CL1,CL1,CL2,CL6,CL6,CL4,CL1,CL0,CL2,CL2,CL2,CL0,CL2,CL0,CL2,CL6,CL0,CL0
115,25-34,Female,Professional certificate/ diploma,Canada,White,38.0,36.0,40.0,45.0,49.0,-1.37983,-2.07848,CL5,CL1,CL2,CL0,CL6,CL2,CL5,CL2,CL0,CL2,CL0,CL0,CL0,CL1,CL0,CL2,CL6,CL0,CL0
116,35-44,Male,Professional certificate/ diploma,Canada,White,42.0,36.0,47.0,31.0,39.0,0.52975,-0.21575,CL4,CL0,CL0,CL0,CL4,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
117,25-34,Female,University degree,UK,White,51.0,45.0,55.0,44.0,33.0,0.52975,0.40148,CL5,CL1,CL1,CL3,CL6,CL1,CL5,CL3,CL0,CL3,CL2,CL2,CL2,CL2,CL0,CL3,CL4,CL0,CL0
118,35-44,Female,"Some college or university, no certificate or degree",USA,White,53.0,26.0,29.0,50.0,44.0,-0.21712,-1.54858,CL5,CL0,CL0,CL6,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL6,CL0,CL0
119,35-44,Female,University degree,UK,White,32.0,44.0,39.0,45.0,51.0,-0.21712,-0.84637,CL5,CL0,CL0,CL0,CL4,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
120,25-34,Female,Masters degree,UK,White,26.0,44.0,39.0,36.0,47.0,0.19268,1.92173,CL6,CL1,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL2,CL0,CL0
121,35-44,Female,Professional certificate/ diploma,UK,White,50.0,31.0,35.0,29.0,36.0,0.52975,0.07987,CL2,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
122,55-64,Male,Masters degree,UK,White,38.0,41.0,45.0,41.0,35.0,-0.21712,-0.52593,CL6,CL0,CL0,CL0,CL6,CL1,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
123,25-34,Female,University degree,UK,White,38.0,35.0,43.0,43.0,43.0,1.29221,0.07987,CL5,CL1,CL0,CL0,CL6,CL3,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL1
124,45-54,Male,Left school at 16 years ,UK,White,32.0,52.0,48.0,46.0,46.0,-0.21712,-0.21575,CL3,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
125,55-64,Male,University degree,UK,White,31.0,48.0,49.0,44.0,49.0,0.52975,0.40148,CL6,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
126,45-54,Male,University degree,UK,White,25.0,44.0,38.0,40.0,42.0,-0.21712,-0.84637,CL5,CL1,CL1,CL0,CL5,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0
127,45-54,Female,Left school at 17 years,UK,White,32.0,34.0,40.0,45.0,48.0,-1.37983,-2.07848,CL5,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
128,35-44,Male,Doctorate degree,UK,Asian,36.0,44.0,47.0,44.0,44.0,-0.21712,-1.18084,CL0,CL0,CL0,CL2,CL1,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
129,45-54,Female,Masters degree,UK,White,28.0,46.0,38.0,49.0,45.0,0.19268,0.40148,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
130,45-54,Female,Left school at 16 years ,UK,White,45.0,42.0,36.0,46.0,55.0,-0.71126,-1.18084,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
131,45-54,Female,Left school at 16 years ,UK,Other,22.0,39.0,37.0,57.0,46.0,-1.37983,-2.07848,CL4,CL0,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
132,35-44,Female,Left school at 18 years ,Republic of Ireland,White,33.0,36.0,42.0,42.0,44.0,-1.37983,-1.54858,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
133,35-44,Male,Masters degree,UK,White,35.0,41.0,48.0,42.0,43.0,0.52975,0.40148,CL5,CL0,CL0,CL1,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
134,25-34,Female,Masters degree,UK,Mixed-White/Asian,60.0,29.0,44.0,47.0,37.0,-1.37983,0.40148,CL6,CL1,CL0,CL0,CL6,CL1,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL1
135,35-44,Female,Left school at 16 years ,UK,White,21.0,50.0,42.0,54.0,52.0,0.52975,-0.52593,CL1,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
136,45-54,Female,University degree,UK,White,34.0,38.0,34.0,54.0,52.0,1.29221,0.07987,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
137,45-54,Female,University degree,UK,White,25.0,50.0,48.0,48.0,45.0,-2.55524,-1.18084,CL4,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
138,55-64,Male,University degree,UK,White,31.0,34.0,47.0,45.0,48.0,-1.37983,-1.18084,CL6,CL0,CL0,CL4,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL6,CL0,CL0
139,45-54,Male,Left school at 16 years ,UK,White,35.0,42.0,42.0,49.0,40.0,-0.21712,-0.21575,CL6,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
140,25-34,Female,University degree,UK,Asian,54.0,42.0,55.0,49.0,40.0,-0.71126,-0.21575,CL5,CL0,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
141,35-44,Female,Left school at 16 years ,UK,White,28.0,44.0,38.0,51.0,46.0,-1.37983,-2.07848,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
142,35-44,Male,Left school at 17 years,UK,White,31.0,38.0,37.0,45.0,41.0,0.52975,0.40148,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
143,35-44,Male,Professional certificate/ diploma,UK,Black,21.0,48.0,42.0,51.0,54.0,-0.71126,-0.52593,CL1,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
144,45-54,Male,Professional certificate/ diploma,Canada,White,37.0,32.0,43.0,35.0,42.0,-0.21712,0.7654,CL6,CL0,CL0,CL0,CL6,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL1
145,45-54,Female,University degree,UK,White,31.0,41.0,38.0,56.0,47.0,1.29221,0.40148,CL4,CL0,CL0,CL1,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
146,55-64,Male,Professional certificate/ diploma,UK,White,38.0,31.0,45.0,40.0,40.0,0.19268,-1.18084,CL6,CL0,CL0,CL1,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
147,35-44,Male,Masters degree,UK,Black,30.0,43.0,41.0,44.0,48.0,-0.21712,-0.52593,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
148,35-44,Female,Professional certificate/ diploma,UK,White,35.0,32.0,28.0,37.0,44.0,-1.37983,-1.54858,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
149,45-54,Female,University degree,UK,White,28.0,52.0,41.0,55.0,52.0,-0.21712,-1.18084,CL4,CL0,CL0,CL0,CL3,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
150,35-44,Female,"Some college or university, no certificate or degree",UK,White,33.0,48.0,47.0,47.0,49.0,0.19268,0.07987,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
151,35-44,Female,University degree,UK,White,41.0,28.0,33.0,46.0,35.0,-0.71126,-0.84637,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
152,25-34,Female,University degree,UK,White,31.0,29.0,41.0,39.0,37.0,-2.55524,-1.54858,CL5,CL0,CL1,CL2,CL6,CL2,CL4,CL1,CL0,CL1,CL0,CL0,CL2,CL0,CL0,CL1,CL5,CL0,CL0
153,25-34,Male,University degree,UK,White,29.0,46.0,34.0,48.0,47.0,-0.21712,-0.52593,CL6,CL0,CL1,CL0,CL4,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
154,18-24,Female,"Some college or university, no certificate or degree",UK,White,59.0,30.0,51.0,40.0,46.0,-0.21712,0.7654,CL5,CL0,CL0,CL5,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
155,35-44,Female,University degree,UK,Black,42.0,30.0,37.0,45.0,40.0,-0.71126,-0.84637,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
156,35-44,Female,"Some college or university, no certificate or degree",UK,White,48.0,40.0,44.0,50.0,43.0,0.19268,-0.52593,CL5,CL2,CL1,CL1,CL6,CL2,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
157,25-34,Male,Left school at 16 years ,UK,White,26.0,47.0,33.0,40.0,47.0,-0.21712,0.7654,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
158,35-44,Female,University degree,Australia,White,33.0,41.0,44.0,41.0,45.0,0.88113,1.2247,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
159,45-54,Female,"Some college or university, no certificate or degree",UK,Black,31.0,36.0,42.0,44.0,44.0,-0.21712,-1.18084,CL4,CL0,CL0,CL0,CL6,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
160,45-54,Male,Masters degree,Other,White,46.0,45.0,49.0,42.0,44.0,-0.21712,0.40148,CL5,CL1,CL1,CL1,CL6,CL6,CL6,CL1,CL0,CL2,CL0,CL0,CL0,CL1,CL0,CL1,CL3,CL0,CL0
161,35-44,Male,University degree,UK,Black,29.0,42.0,40.0,54.0,39.0,-0.71126,-1.18084,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
162,25-34,Female,University degree,New Zealand,White,38.0,40.0,45.0,53.0,48.0,-1.37983,-0.21575,CL3,CL0,CL0,CL0,CL5,CL2,CL6,CL0,CL0,CL2,CL0,CL0,CL2,CL0,CL0,CL0,CL1,CL0,CL0
163,25-34,Female,"Some college or university, no certificate or degree",UK,White,53.0,40.0,44.0,49.0,43.0,-0.21712,-0.84637,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
164,25-34,Female,Doctorate degree,UK,White,37.0,42.0,35.0,52.0,49.0,-1.37983,-0.52593,CL3,CL1,CL0,CL0,CL3,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
165,45-54,Male,Masters degree,UK,White,33.0,38.0,44.0,40.0,52.0,-1.37983,-0.84637,CL6,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0
166,18-24,Male,"Some college or university, no certificate or degree",UK,White,50.0,31.0,51.0,27.0,27.0,0.88113,0.07987,CL5,CL0,CL0,CL0,CL5,CL4,CL5,CL3,CL3,CL0,CL0,CL0,CL2,CL0,CL0,CL3,CL6,CL0,CL3
167,25-34,Female,Professional certificate/ diploma,UK,Black,36.0,40.0,39.0,40.0,48.0,0.52975,-0.52593,CL2,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
168,25-34,Female,University degree,UK,White,38.0,48.0,37.0,41.0,33.0,0.52975,0.40148,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
169,18-24,Female,Left school at 18 years ,UK,White,32.0,40.0,36.0,47.0,41.0,-0.71126,0.40148,CL5,CL0,CL3,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
170,45-54,Male,Left school at 16 years ,UK,White,49.0,38.0,44.0,44.0,41.0,0.88113,0.40148,CL2,CL1,CL1,CL3,CL6,CL2,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL1,CL0,CL0
171,35-44,Male,Masters degree,UK,White,32.0,46.0,58.0,48.0,36.0,1.29221,1.92173,CL6,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0
172,45-54,Female,Professional certificate/ diploma,UK,White,41.0,36.0,43.0,40.0,47.0,0.19268,-1.18084,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL5,CL0,CL0
173,35-44,Female,University degree,UK,White,46.0,44.0,54.0,44.0,44.0,0.52975,0.40148,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
174,35-44,Female,Professional certificate/ diploma,UK,White,46.0,36.0,30.0,48.0,30.0,0.88113,0.07987,CL6,CL0,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
175,55-64,Female,University degree,UK,White,42.0,40.0,49.0,51.0,43.0,0.19268,0.07987,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
176,35-44,Female,University degree,UK,Other,34.0,36.0,40.0,35.0,38.0,-1.37983,-1.18084,CL3,CL0,CL0,CL0,CL5,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
177,35-44,Female,University degree,UK,White,50.0,40.0,37.0,37.0,49.0,-0.71126,-0.52593,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
178,45-54,Female,University degree,UK,White,44.0,33.0,43.0,48.0,41.0,0.19268,-0.21575,CL5,CL1,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL0,CL0
179,35-44,Female,Professional certificate/ diploma,UK,White,40.0,39.0,39.0,50.0,37.0,-1.37983,-1.18084,CL5,CL1,CL0,CL0,CL6,CL2,CL4,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
180,45-54,Female,Professional certificate/ diploma,UK,White,39.0,44.0,35.0,45.0,48.0,0.19268,0.07987,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
181,25-34,Male,Doctorate degree,UK,White,24.0,37.0,44.0,47.0,48.0,-0.71126,-1.18084,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
182,35-44,Female,"Some college or university, no certificate or degree",UK,White,39.0,45.0,44.0,51.0,47.0,-1.37983,-1.18084,CL5,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
183,18-24,Female,University degree,UK,White,54.0,37.0,48.0,38.0,48.0,-0.71126,0.40148,CL6,CL3,CL0,CL0,CL6,CL0,CL5,CL6,CL0,CL3,CL0,CL3,CL3,CL0,CL0,CL0,CL6,CL0,CL6
184,55-64,Male,Left school at 18 years ,UK,White,36.0,34.0,39.0,47.0,44.0,-1.37983,-1.18084,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
185,35-44,Female,University degree,Canada,White,39.0,44.0,46.0,48.0,41.0,-0.21712,-0.52593,CL5,CL0,CL0,CL0,CL6,CL3,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL0,CL0,CL0
186,35-44,Female,Masters degree,UK,White,29.0,49.0,47.0,45.0,53.0,-1.37983,-1.54858,CL6,CL0,CL0,CL0,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
187,55-64,Female,Left school at 16 years ,UK,White,28.0,34.0,32.0,50.0,46.0,-1.37983,-1.54858,CL4,CL0,CL0,CL0,CL3,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
188,45-54,Female,Left school at 16 years ,UK,White,40.0,30.0,31.0,47.0,40.0,-1.37983,-2.07848,CL4,CL0,CL0,CL2,CL3,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
189,18-24,Female,Masters degree,UK,White,32.0,40.0,43.0,44.0,47.0,-0.71126,-0.84637,CL5,CL0,CL0,CL0,CL5,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
190,55-64,Female,Professional certificate/ diploma,UK,White,23.0,40.0,40.0,47.0,40.0,-0.71126,-1.54858,CL5,CL0,CL0,CL1,CL3,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
191,18-24,Male,University degree,UK,Mixed-White/Asian,32.0,48.0,38.0,47.0,38.0,0.52975,0.07987,CL5,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
192,25-34,Female,Professional certificate/ diploma,Canada,White,28.0,38.0,45.0,45.0,38.0,0.88113,0.07987,CL5,CL1,CL0,CL1,CL6,CL5,CL4,CL1,CL1,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
193,45-54,Female,University degree,UK,White,39.0,32.0,43.0,44.0,43.0,-1.37983,0.07987,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0
194,25-34,Female,University degree,Canada,Mixed-White/Asian,27.0,48.0,46.0,43.0,45.0,-0.71126,-1.18084,CL3,CL0,CL0,CL0,CL4,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
195,55-64,Female,University degree,UK,White,42.0,42.0,51.0,41.0,48.0,0.52975,0.07987,CL5,CL1,CL0,CL1,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
196,18-24,Male,University degree,UK,Black,30.0,42.0,42.0,51.0,35.0,0.19268,-1.18084,CL4,CL0,CL0,CL0,CL5,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
197,55-64,Female,University degree,UK,White,32.0,43.0,41.0,37.0,38.0,-0.71126,-0.84637,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
198,25-34,Female,Professional certificate/ diploma,UK,White,35.0,43.0,50.0,48.0,42.0,1.86203,1.2247,CL6,CL5,CL5,CL2,CL5,CL6,CL6,CL5,CL0,CL3,CL2,CL3,CL3,CL3,CL0,CL3,CL6,CL0,CL1
199,45-54,Female,Professional certificate/ diploma,UK,White,31.0,54.0,51.0,54.0,50.0,0.52975,0.07987,CL4,CL4,CL1,CL1,CL6,CL4,CL5,CL3,CL0,CL6,CL0,CL2,CL2,CL4,CL0,CL3,CL6,CL0,CL0
200,18-24,Female,University degree,UK,White,30.0,41.0,40.0,50.0,51.0,0.52975,1.2247,CL6,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
201,35-44,Male,Masters degree,UK,Other,34.0,33.0,42.0,34.0,50.0,-0.71126,-0.84637,CL5,CL3,CL3,CL2,CL6,CL2,CL6,CL4,CL2,CL4,CL0,CL2,CL2,CL2,CL0,CL2,CL4,CL0,CL0
202,35-44,Female,University degree,UK,White,29.0,48.0,43.0,49.0,49.0,0.19268,-0.84637,CL6,CL0,CL0,CL3,CL6,CL1,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
203,65+,Male,Left school before 16 years,UK,White,22.0,32.0,29.0,37.0,37.0,-1.37983,-2.07848,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
204,25-34,Female,University degree,UK,White,34.0,46.0,54.0,43.0,44.0,-0.21712,0.40148,CL5,CL2,CL2,CL2,CL6,CL2,CL5,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL4,CL0,CL2
205,35-44,Female,Left school at 16 years ,UK,White,34.0,47.0,48.0,37.0,34.0,1.86203,0.40148,CL5,CL0,CL0,CL3,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
206,18-24,Female,University degree,UK,White,35.0,48.0,50.0,44.0,45.0,0.88113,0.07987,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
207,35-44,Female,Professional certificate/ diploma,UK,White,29.0,43.0,42.0,47.0,41.0,-0.21712,0.40148,CL5,CL1,CL4,CL1,CL6,CL6,CL3,CL2,CL0,CL1,CL0,CL1,CL3,CL1,CL0,CL1,CL6,CL0,CL1
208,35-44,Female,University degree,UK,White,37.0,40.0,45.0,41.0,42.0,0.52975,1.2247,CL4,CL1,CL1,CL0,CL6,CL6,CL5,CL4,CL0,CL3,CL0,CL3,CL3,CL2,CL0,CL3,CL6,CL0,CL0
209,25-34,Male,Masters degree,UK,Asian,23.0,43.0,53.0,40.0,49.0,-1.37983,-0.84637,CL0,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
210,25-34,Female,"Some college or university, no certificate or degree",UK,White,43.0,41.0,36.0,43.0,32.0,1.86203,0.7654,CL3,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
